-353.152834356	123.621671223	12.542143758
94.6159535803	277.687427775	1.89988273258
301.59225626	-27.1493647778	-1.74039335455
-209.386265145	-325.863660121	4.6324808267
-43.0598961695	-151.061863281	3.94806447808
193.666575814	-229.984486959	14.7372710801
128.994184456	309.786158363	-4.0501269584
237.200929775	-57.0992689589	0.0112054098809
-187.34351657	198.724146145	10.259065219
-222.654975888	137.838993751	6.65598401164
326.095210096	193.37056177	-0.956253140495
-286.86087352	-88.0820053044	1.11056476955
-195.449608951	41.3760624636	2.44474665113
-263.44537649	96.6897301238	7.34449725325
81.2064707516	286.263133802	-2.26169580737
131.47810342	206.161991296	0.531993411037
-260.923209772	300.876980201	19.034913385
-144.153883642	73.0442697676	15.6958859414
25.6686935131	365.269564234	6.12837125351
-76.1896254203	-17.7179731329	7.01867983826
-177.077171225	-353.224197595	2.70518622583
74.2270590401	120.536310644	-20.849491597
-99.2642338053	-13.2418186964	9.38068705282
330.268906302	-0.696879760522	5.56602119215
360.909760152	14.0271727216	-6.38612025012
294.145579769	26.9909745865	4.93287137161
-235.067576274	-92.0396628786	-1.72577058466
-27.7695459361	-144.339947357	2.2749917228
28.2120116128	295.250331316	20.7607791237
325.800472932	296.758309474	1.93047122227
2.6764410204	-191.173103958	14.9404036027
289.275239464	-135.091789884	1.50907842549
248.001132738	233.757283727	4.16849749434
-68.2999507808	-12.8586653653	-7.91397151618
137.59676334	167.737509386	-6.23378698311
279.179100614	-110.973055468	3.5486643306
302.098300056	317.645907126	-6.50248622152
-226.255143625	-328.893057391	1.85302952865
-200.221794514	2.17785779904	-6.60938923631
320.018526825	-258.159693771	-7.00955946982
-23.3447803459	281.638095808	-4.3382567891
232.8997944	82.4282619746	-5.05169789095
-73.7600510728	-143.281832606	-13.8417355675
359.239756051	252.112535005	4.7292525161
220.206968655	4.18076785375	0.496325408653
-107.777037671	197.61325254	20.3673255776
351.019075748	-114.285618802	0.838541537638
249.510821706	68.2513472307	0.657241854961
-360.465297897	259.266595121	-11.0638674389
-2.82546839702	-361.200624567	-2.4830084909
105.810139838	-100.238615627	-4.92157016529
-8.02887256215	304.808549729	4.93743232963
219.379105905	-104.946765646	-3.97241512736
124.56698651	250.757175413	-4.63311043195
13.1486487861	-362.794368355	30.011519997
-66.9648272018	251.170798534	-4.91811663983
51.547312398	211.487024486	9.44018437925
206.460348881	162.386061053	-8.14668728771
245.582008122	-188.354794391	-7.03836335082
